Time,    0-1000 us
12/13/2023 13:13,6.72 K
12/13/2023 13:13,6.72 K
12/13/2023 13:13,6.72 K
12/13/2023 13:13,6.72 K
12/13/2023 13:13,6.87 K
12/13/2023 13:13,6.87 K
12/13/2023 13:13,6.87 K
12/13/2023 13:13,6.87 K
12/13/2023 13:13,6.87 K
12/13/2023 13:13,6.83 K
12/13/2023 13:13,6.83 K
12/13/2023 13:13,6.83 K
12/13/2023 13:13,6.83 K
12/13/2023 13:13,6.83 K
12/13/2023 13:13,6.88 K
12/13/2023 13:13,6.88 K
12/13/2023 13:13,6.88 K
12/13/2023 13:13,6.88 K
12/13/2023 13:13,6.88 K
12/13/2023 13:13,6.86 K
12/13/2023 13:13,6.86 K
12/13/2023 13:14,6.86 K
12/13/2023 13:14,6.86 K
12/13/2023 13:14,6.86 K
12/13/2023 13:14,6.56 K
12/13/2023 13:14,6.56 K
12/13/2023 13:14,6.56 K
12/13/2023 13:14,6.56 K
12/13/2023 13:14,6.56 K
12/13/2023 13:14,6.80 K
12/13/2023 13:14,6.80 K
12/13/2023 13:14,6.80 K
12/13/2023 13:14,6.80 K
12/13/2023 13:14,6.80 K
12/13/2023 13:14,6.87 K
12/13/2023 13:14,6.87 K
12/13/2023 13:14,6.87 K
12/13/2023 13:14,6.87 K
12/13/2023 13:14,6.87 K
12/13/2023 13:14,6.88 K
12/13/2023 13:14,6.88 K
12/13/2023 13:14,6.88 K
12/13/2023 13:14,6.88 K
12/13/2023 13:14,6.88 K
12/13/2023 13:14,6.91 K
12/13/2023 13:14,6.91 K
12/13/2023 13:14,6.91 K
12/13/2023 13:14,6.91 K
12/13/2023 13:14,6.91 K
12/13/2023 13:14,6.85 K
12/13/2023 13:14,6.85 K
12/13/2023 13:14,6.85 K
12/13/2023 13:14,6.85 K
12/13/2023 13:14,6.85 K
12/13/2023 13:14,6.92 K
12/13/2023 13:14,6.92 K
12/13/2023 13:14,6.92 K
12/13/2023 13:14,6.92 K
12/13/2023 13:14,6.92 K
12/13/2023 13:14,6.87 K
12/13/2023 13:14,6.87 K
12/13/2023 13:14,6.87 K
12/13/2023 13:14,6.87 K
12/13/2023 13:14,6.87 K
12/13/2023 13:14,6.81 K
12/13/2023 13:14,6.81 K
12/13/2023 13:14,6.81 K
12/13/2023 13:14,6.81 K
12/13/2023 13:14,6.81 K
12/13/2023 13:14,6.80 K
12/13/2023 13:14,6.80 K
12/13/2023 13:14,6.80 K
12/13/2023 13:14,6.80 K
12/13/2023 13:14,6.80 K
12/13/2023 13:14,6.83 K
12/13/2023 13:14,6.83 K
12/13/2023 13:14,6.83 K
12/13/2023 13:14,6.83 K
12/13/2023 13:14,6.83 K
12/13/2023 13:14,6.84 K
12/13/2023 13:14,6.84 K
12/13/2023 13:15,6.84 K
12/13/2023 13:15,6.84 K
12/13/2023 13:15,6.84 K
12/13/2023 13:15,6.81 K
12/13/2023 13:15,6.81 K
12/13/2023 13:15,6.81 K
12/13/2023 13:15,6.81 K
12/13/2023 13:15,6.81 K
12/13/2023 13:15,6.83 K
12/13/2023 13:15,6.83 K
12/13/2023 13:15,6.83 K
12/13/2023 13:15,6.83 K
12/13/2023 13:15,6.83 K
12/13/2023 13:15,6.93 K
12/13/2023 13:15,6.93 K
12/13/2023 13:15,6.93 K
12/13/2023 13:15,6.93 K
12/13/2023 13:15,6.93 K
12/13/2023 13:15,6.96 K
12/13/2023 13:15,6.96 K
12/13/2023 13:15,6.96 K
12/13/2023 13:15,6.96 K
12/13/2023 13:15,6.96 K
12/13/2023 13:15,6.89 K
12/13/2023 13:15,6.89 K
12/13/2023 13:15,6.89 K
12/13/2023 13:15,6.89 K
12/13/2023 13:15,6.89 K
12/13/2023 13:15,6.88 K
12/13/2023 13:15,6.88 K
12/13/2023 13:15,6.88 K
12/13/2023 13:15,6.88 K
12/13/2023 13:15,5.16 K
12/13/2023 13:15,6.78 K
12/13/2023 13:15,6.78 K
12/13/2023 13:15,6.78 K
12/13/2023 13:15,6.78 K
12/13/2023 13:15,6.78 K
12/13/2023 13:15,6.82 K
12/13/2023 13:15,6.82 K
12/13/2023 13:15,6.82 K
12/13/2023 13:15,6.82 K
12/13/2023 13:15,6.82 K
12/13/2023 13:15,6.84 K
12/13/2023 13:15,6.84 K
12/13/2023 13:15,6.84 K
12/13/2023 13:15,6.84 K
12/13/2023 13:15,6.84 K
12/13/2023 13:15,6.85 K
12/13/2023 13:15,6.85 K
12/13/2023 13:15,6.85 K
12/13/2023 13:15,6.85 K
12/13/2023 13:15,6.85 K
12/13/2023 13:15,6.91 K
12/13/2023 13:15,6.91 K
12/13/2023 13:15,6.91 K
12/13/2023 13:15,6.91 K
12/13/2023 13:15,6.91 K
12/13/2023 13:15,6.85 K
12/13/2023 13:15,6.85 K
12/13/2023 13:16,6.85 K
12/13/2023 13:16,6.85 K
12/13/2023 13:16,6.85 K
12/13/2023 13:16,6.87 K
12/13/2023 13:16,6.87 K
12/13/2023 13:16,6.87 K
12/13/2023 13:16,6.87 K
12/13/2023 13:16,6.87 K
12/13/2023 13:16,6.88 K
12/13/2023 13:16,6.88 K
12/13/2023 13:16,6.88 K
12/13/2023 13:16,6.88 K
12/13/2023 13:16,6.88 K
12/13/2023 13:16,6.86 K
12/13/2023 13:16,6.86 K
12/13/2023 13:16,6.86 K
12/13/2023 13:16,6.86 K
12/13/2023 13:16,6.86 K
12/13/2023 13:16,6.86 K
